icd9_code	icd9_phe	potential_matches
25073	Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled	ICD10_code:E1065:phenoname:Type 1 diabetes mellitus with hyperglycemia|ICD10_code:E1051:phenoname:Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
25080	Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled	ICD10_code:E1169:phenoname:Type 2 diabetes mellitus with other specified complication|ICD10_code:E1165:phenoname:Type 2 diabetes mellitus with hyperglycemia|ICD10_code:E11649:phenoname:Type 2 diabetes mellitus with hypoglycemia without coma|ICD10_code:E11638:phenoname:Type 2 diabetes mellitus with other oral complications|ICD10_code:E11630:phenoname:Type 2 diabetes mellitus with periodontal disease|ICD10_code:E11628:phenoname:Type 2 diabetes mellitus with other skin complications|ICD10_code:E11622:phenoname:Type 2 diabetes mellitus with other skin ulcer|ICD10_code:E11621:phenoname:Type 2 diabetes mellitus with foot ulcer|ICD10_code:E11620:phenoname:Type 2 diabetes mellitus with diabetic dermatitis|ICD10_code:E11618:phenoname:Type 2 diabetes mellitus with other diabetic arthropathy
25081	Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled	ICD10_code:E10620:phenoname:Type 1 diabetes mellitus with diabetic dermatitis|ICD10_code:E10618:phenoname:Type 1 diabetes mellitus with other diabetic arthropathy|ICD10_code:E1069:phenoname:Type 1 diabetes mellitus with other specified complication|ICD10_code:E1065:phenoname:Type 1 diabetes mellitus with hyperglycemia|ICD10_code:E10649:phenoname:Type 1 diabetes mellitus with hypoglycemia without coma|ICD10_code:E10638:phenoname:Type 1 diabetes mellitus with other oral complications|ICD10_code:E10630:phenoname:Type 1 diabetes mellitus with periodontal disease|ICD10_code:E10628:phenoname:Type 1 diabetes mellitus with other skin complications|ICD10_code:E10622:phenoname:Type 1 diabetes mellitus with other skin ulcer|ICD10_code:E10621:phenoname:Type 1 diabetes mellitus with foot ulcer
25082	Diabetes with other specified manifestations, type II or unspecified type, uncontrolled	ICD10_code:E1169:phenoname:Type 2 diabetes mellitus with other specified complication|ICD10_code:E1165:phenoname:Type 2 diabetes mellitus with hyperglycemia
25083	Diabetes with other specified manifestations, type I [juvenile type], uncontrolled	ICD10_code:E1069:phenoname:Type 1 diabetes mellitus with other specified complication|ICD10_code:E1065:phenoname:Type 1 diabetes mellitus with hyperglycemia
2509	Diabetes with unspecified complication	
25092	Diabetes with unspecified complication, type II or unspecified type, uncontrolled	ICD10_code:E118:phenoname:Type 2 diabetes mellitus with unspecified complications|ICD10_code:E1165:phenoname:Type 2 diabetes mellitus with hyperglycemia
25093	Diabetes with unspecified complication, type I [juvenile type], uncontrolled	ICD10_code:E108:phenoname:Type 1 diabetes mellitus with unspecified complications|ICD10_code:E1065:phenoname:Type 1 diabetes mellitus with hyperglycemia
251	Other disorders of pancreatic internal secretion	
252	Disorders of parathyroid gland	
253	Disorders of the pituitary gland and its hypothalamic control	
2536	Other disorders of neurohypophysis	
2537	Iatrogenic pituitary disorders	ICD10_code:E893:phenoname:Postprocedural hypopituitarism|ICD10_code:E231:phenoname:Drug-induced hypopituitarism
2538	Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin	
255	Disorders of adrenal glands	
2554	Corticoadrenal insufficiency	
25541	Glucocorticoid deficiency	ICD10_code:E2740:phenoname:Unspecified adrenocortical insufficiency|ICD10_code:E272:phenoname:Addisonian crisis|ICD10_code:E271:phenoname:Primary adrenocortical insufficiency
256	Ovarian dysfunction	
2561	Other ovarian hyperfunction	ICD10_code:N981:phenoname:Hyperstimulation of ovaries|ICD10_code:E281:phenoname:Androgen excess
2562	Postablative ovarian failure	ICD10_code:E8941:phenoname:Symptomatic postprocedural ovarian failure|ICD10_code:E8940:phenoname:Asymptomatic postprocedural ovarian failure
2563	Other ovarian failure	
25631	Premature menopause	ICD10_code:E28319:phenoname:Asymptomatic premature menopause|ICD10_code:E28310:phenoname:Symptomatic premature menopause
257	Testicular dysfunction	
2588	Other specified polyglandular dysfunction	ICD10_code:E318:phenoname:Other polyglandular dysfunction|ICD10_code:E3120:phenoname:Multiple endocrine neoplasia [MEN] syndrome, unspecified
2591	Precocious sexual development and puberty, not elsewhere classified	ICD10_code:E308:phenoname:Other disorders of puberty|ICD10_code:E301:phenoname:Precocious puberty
260	Kwashiorkor	
262	Other severe protein-calorie malnutrition	
266	Deficiency of B-complex components	
268	Vitamin D deficiency	
2693	Mineral deficiency, not elsewhere classified	ICD10_code:E615:phenoname:Molybdenum deficiency|ICD10_code:E614:phenoname:Chromium deficiency|ICD10_code:E60:phenoname:Dietary zinc deficiency|ICD10_code:E59:phenoname:Dietary selenium deficiency|ICD10_code:E58:phenoname:Dietary calcium deficiency
2699	Unspecified nutritional deficiency	
2700	Disturbances of amino-acid transport	ICD10_code:E7209:phenoname:Other disorders of amino-acid transport|ICD10_code:E7204:phenoname:Cystinosis|ICD10_code:E7201:phenoname:Cystinuria|ICD10_code:E7200:phenoname:Disorders of amino-acid transport, unspecified
2702	Other disturbances of aromatic amino-acid metabolism	ICD10_code:E708:phenoname:Other disorders of aromatic amino-acid metabolism|ICD10_code:E705:phenoname:Disorders of tryptophan metabolism|ICD10_code:E7030:phenoname:Albinism, unspecified|ICD10_code:E7029:phenoname:Other disorders of tyrosine metabolism|ICD10_code:E7021:phenoname:Tyrosinemia
2704	Disturbances of sulphur-bearing amino-acid metabolism	ICD10_code:E7219:phenoname:Other disorders of sulfur-bearing amino-acid metabolism|ICD10_code:E7211:phenoname:Homocystinuria|ICD10_code:E7210:phenoname:Disorders of sulfur-bearing amino-acid metabolism, unspecified
2707	Other disturbances of straight-chain amino-acid metabolism	ICD10_code:E728:phenoname:NaN|ICD10_code:E723:phenoname:Disorders of lysine and hydroxylysine metabolism
271	Disorders of carbohydrate transport and metabolism	
2713	Intestinal disaccharidase deficiencies and disaccharide malabsorption	
2718	Other specified disorders of carbohydrate transport and metabolism	ICD10_code:E771:phenoname:Defects in glycoprotein degradation|ICD10_code:E748:phenoname:Other specified disorders of carbohydrate metabolism|ICD10_code:E744:phenoname:Disorders of pyruvate metabolism and gluconeogenesis|ICD10_code:E7253:phenoname:Primary hyperoxaluria|ICD10_code:E7252:phenoname:Trimethylaminuria
272	Disorders of lipoid metabolism	
2727	Lipidoses	ICD10_code:E771:phenoname:Defects in glycoprotein degradation|ICD10_code:E770:phenoname:Defects in post-translational modification of lysosomal enzymes|ICD10_code:E75249:phenoname:Niemann-Pick disease, unspecified|ICD10_code:E7522:phenoname:Gaucher disease|ICD10_code:E7521:phenoname:Fabry (-Anderson) disease
2728	Other disorders of lipoid metabolism	ICD10_code:E8889:phenoname:Other specified metabolic disorders|ICD10_code:E7889:phenoname:Other lipoprotein metabolism disorders|ICD10_code:E7881:phenoname:Lipoid dermatoarthritis
273	Disorders of plasma protein metabolism	
274	Gout	
2740	Gouty arthropathy	
27403	Chronic gouty arthropathy with tophus (tophi)	ICD10_code:M1A9XX1:phenoname:Chronic gout, unspecified, with tophus (tophi)|ICD10_code:M1A40X1:phenoname:Other secondary chronic gout, unspecified site, with tophus (tophi)|ICD10_code:M1A30X1:phenoname:Chronic gout due to renal impairment, unspecified site, with tophus (tophi)|ICD10_code:M1A20X1:phenoname:Drug-induced chronic gout, unspecified site, with tophus (tophi)|ICD10_code:M1A00X1:phenoname:Idiopathic chronic gout, unspecified site, with tophus (tophi)
275	Disorders of mineral metabolism	
2754	Disorders of calcium metabolism	
27549	Other disorders of calcium metabolism	ICD10_code:E8359:phenoname:Other disorders of calcium metabolism|ICD10_code:E201:phenoname:Pseudohypoparathyroidism
276	Disorders of fluid, electrolyte, and acid-base balance	
277	Other and unspecified disorders of metabolism	
2772	Other disorders of purine and pyrimidine metabolism	ICD10_code:E798:phenoname:Other disorders of purine and pyrimidine metabolism|ICD10_code:E791:phenoname:Lesch-Nyhan syndrome
27787	Disorders of mitochondrial metabolism	ICD10_code:H49819:phenoname:Kearns-Sayre syndrome, unspecified eye|ICD10_code:E8849:phenoname:Other mitochondrial metabolism disorders|ICD10_code:E8842:phenoname:MERRF syndrome|ICD10_code:E8841:phenoname:MELAS syndrome|ICD10_code:E8840:phenoname:Mitochondrial metabolism disorder, unspecified
27789	Other specified disorders of metabolism	ICD10_code:E889:phenoname:Metabolic disorder, unspecified|ICD10_code:E8889:phenoname:Other specified metabolic disorders|ICD10_code:E803:phenoname:Defects of catalase and peroxidase|ICD10_code:E7139:phenoname:Other disorders of fatty-acid metabolism|ICD10_code:C966:phenoname:Unifocal Langerhans-cell histiocytosis|ICD10_code:C965:phenoname:Multifocal and unisystemic Langerhans-cell histiocytosis
2788	Other hyperalimentation	
27906	Common variable immunodeficiency	
2792	Combined immunity deficiency	ICD10_code:D819:phenoname:Combined immunodeficiency, unspecified|ICD10_code:D8189:phenoname:Other combined immunodeficiencies|ICD10_code:D812:phenoname:Severe combined immunodeficiency [SCID] with low or normal B-cell numbers|ICD10_code:D811:phenoname:Severe combined immunodeficiency [SCID] with low T- and B-cell numbers|ICD10_code:D810:phenoname:Severe combined immunodeficiency [SCID] with reticular dysgenesis
2794	Autoimmune disease, not elsewhere classified	
2798	Other specified disorders involving the immune mechanism	ICD10_code:M359:phenoname:Systemic involvement of connective tissue, unspecified|ICD10_code:D8989:phenoname:Other specified disorders involving the immune mechanism, not elsewhere classified|ICD10_code:D8949:phenoname:Other mast cell activation disorder|ICD10_code:D8943:phenoname:Secondary mast cell activation|ICD10_code:D8942:phenoname:Idiopathic mast cell activation syndrome|ICD10_code:D8941:phenoname:Monoclonal mast cell activation syndrome|ICD10_code:D8940:phenoname:Mast cell activation, unspecified|ICD10_code:D841:phenoname:Defects in the complement system
2822	Anemias due to disorders of glutathione metabolism	ICD10_code:D551:phenoname:Anemia due to other disorders of glutathione metabolism|ICD10_code:D550:phenoname:Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
2824	Thalassemias	
2826	Sickle-cell disease	
2827	Other hemoglobinopathies	ICD10_code:D582:phenoname:Other hemoglobinopathies|ICD10_code:D564:phenoname:Hereditary persistence of fetal hemoglobin [HPFH]
2841	Pancytopenia	
2848	Other specified aplastic anemias	
28481	Red cell aplasia (acquired)(adult)(with thymoma)	ICD10_code:D609:phenoname:Acquired pure red cell aplasia, unspecified|ICD10_code:D608:phenoname:Other acquired pure red cell aplasias|ICD10_code:D601:phenoname:Transient acquired pure red cell aplasia|ICD10_code:D600:phenoname:Chronic acquired pure red cell aplasia
28489	Other specified aplastic anemias	ICD10_code:D6189:phenoname:Other specified aplastic anemias and other bone marrow failure syndromes|ICD10_code:D612:phenoname:Aplastic anemia due to other external agents|ICD10_code:D611:phenoname:Drug-induced aplastic anemia
2850	Sideroblastic anemia	ICD10_code:D643:phenoname:Other sideroblastic anemias|ICD10_code:D642:phenoname:Secondary sideroblastic anemia due to drugs and toxins|ICD10_code:D641:phenoname:Secondary sideroblastic anemia due to disease|ICD10_code:D640:phenoname:Hereditary sideroblastic anemia
2884	Hemophagocytic syndromes	ICD10_code:D763:phenoname:Other histiocytosis syndromes|ICD10_code:D762:phenoname:Hemophagocytic syndrome, infection-associated|ICD10_code:D761:phenoname:Hemophagocytic lymphohistiocytosis
2898	Other specified diseases of blood and blood-forming organs	
28981	Primary hypercoagulable state	ICD10_code:D6862:phenoname:Lupus anticoagulant syndrome|ICD10_code:D6861:phenoname:Antiphospholipid syndrome|ICD10_code:D6859:phenoname:Other primary thrombophilia|ICD10_code:D6852:phenoname:Prothrombin gene mutation|ICD10_code:D6851:phenoname:Activated protein C resistance
28989	Other specified diseases of blood and blood-forming organs	ICD10_code:D892:phenoname:Hypergammaglobulinemia, unspecified|ICD10_code:D7589:phenoname:Other specified diseases of blood and blood-forming organs|ICD10_code:D474:phenoname:Osteomyelofibrosis
2920	Drug withdrawal	
29285	Drug induced sleep disorders	ICD10_code:F19982:phenoname:Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder|ICD10_code:F19282:phenoname:Other psychoactive substance dependence with psychoactive substance-induced sleep disorder|ICD10_code:F19182:phenoname:Other psychoactive substance abuse with psychoactive substance-induced sleep disorder|ICD10_code:F15982:phenoname:Other stimulant use, unspecified with stimulant-induced sleep disorder|ICD10_code:F15282:phenoname:Other stimulant dependence with stimulant-induced sleep disorder|ICD10_code:F15182:phenoname:Other stimulant abuse with stimulant-induced sleep disorder|ICD10_code:F14982:phenoname:Cocaine use, unspecified with cocaine-induced sleep disorder|ICD10_code:F14282:phenoname:Cocaine dependence with cocaine-induced sleep disorder|ICD10_code:F14182:phenoname:Cocaine abuse with cocaine-induced sleep disorder|ICD10_code:F13982:phenoname:Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder|ICD10_code:F13282:phenoname:Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder|ICD10_code:F13182:phenoname:Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder|ICD10_code:F11982:phenoname:Opioid use, unspecified with opioid-induced sleep disorder|ICD10_code:F11282:phenoname:Opioid dependence with opioid-induced sleep disorder|ICD10_code:F11182:phenoname:Opioid abuse with opioid-induced sleep disorder
