icd9_code	icd9_phe	potential_matches
81611	Open fracture of middle or proximal phalanx or phalanges of hand	ICD10_code:S62659B:phenoname:Nondisplaced fracture of middle phalanx of unspecified finger, initial encounter for open fracture|ICD10_code:S62649B:phenoname:Nondisplaced fracture of proximal phalanx of unspecified finger, initial encounter for open fracture|ICD10_code:S62629B:phenoname:Displaced fracture of middle phalanx of unspecified finger, initial encounter for open fracture|ICD10_code:S62619B:phenoname:Displaced fracture of proximal phalanx of unspecified finger, initial encounter for open fracture|ICD10_code:S62516B:phenoname:Nondisplaced fracture of proximal phalanx of unspecified thumb, initial encounter for open fracture|ICD10_code:S62513B:phenoname:Displaced fracture of proximal phalanx of unspecified thumb, initial encounter for open fracture
64294	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication	ICD10_code:O165:phenoname:Unspecified maternal hypertension, complicating the puerperium|ICD10_code:O163:phenoname:Unspecified maternal hypertension, third trimester|ICD10_code:O162:phenoname:Unspecified maternal hypertension, second trimester|ICD10_code:O161:phenoname:Unspecified maternal hypertension, first trimester
81003	Closed fracture of acromial end of clavicle	ICD10_code:S42036A:phenoname:Nondisplaced fracture of lateral end of unspecified clavicle, initial encounter for closed fracture|ICD10_code:S42033A:phenoname:Displaced fracture of lateral end of unspecified clavicle, initial encounter for closed fracture
36641	Diabetic cataract	ICD10_code:E1336:phenoname:Other specified diabetes mellitus with diabetic cataract|ICD10_code:E1136:phenoname:Type 2 diabetes mellitus with diabetic cataract|ICD10_code:E1036:phenoname:Type 1 diabetes mellitus with diabetic cataract|ICD10_code:E0936:phenoname:Drug or chemical induced diabetes mellitus with diabetic cataract|ICD10_code:E0836:phenoname:Diabetes mellitus due to underlying condition with diabetic cataract
30593	Other, mixed, or unspecified drug abuse, in remission	ICD10_code:F1911:phenoname:Other psychoactive substance abuse, in remission|ICD10_code:F1811:phenoname:Inhalant abuse, in remission
65463	Other congenital or acquired abnormality of cervix, antepartum condition or complication	ICD10_code:O3443:phenoname:Maternal care for other abnormalities of cervix, third trimester|ICD10_code:O3442:phenoname:Maternal care for other abnormalities of cervix, second trimester|ICD10_code:O3441:phenoname:Maternal care for other abnormalities of cervix, first trimester
65953	Elderly primigravida, antepartum condition or complication	ICD10_code:O09513:phenoname:Supervision of elderly primigravida, third trimester|ICD10_code:O09512:phenoname:Supervision of elderly primigravida, second trimester|ICD10_code:O09511:phenoname:Supervision of elderly primigravida, first trimester
64203	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication	ICD10_code:O10913:phenoname:Unspecified pre-existing hypertension complicating pregnancy, third trimester|ICD10_code:O10912:phenoname:Unspecified pre-existing hypertension complicating pregnancy, second trimester|ICD10_code:O10911:phenoname:Unspecified pre-existing hypertension complicating pregnancy, first trimester|ICD10_code:O10013:phenoname:Pre-existing essential hypertension complicating pregnancy, third trimester|ICD10_code:O10012:phenoname:Pre-existing essential hypertension complicating pregnancy, second trimester|ICD10_code:O10011:phenoname:Pre-existing essential hypertension complicating pregnancy, first trimester
78499	Other symptoms involving head and neck	ICD10_code:R196:phenoname:Halitosis|ICD10_code:R0689:phenoname:Other abnormalities of breathing|ICD10_code:R067:phenoname:Sneezing|ICD10_code:R065:phenoname:Mouth breathing
79029	Other abnormal glucose	ICD10_code:R7309:phenoname:Other abnormal glucose|ICD10_code:R7303:phenoname:Prediabetes
9301	Foreign body in conjunctival sac	ICD10_code:T1512XA:phenoname:Foreign body in conjunctival sac, left eye, initial encounter|ICD10_code:T1511XA:phenoname:Foreign body in conjunctival sac, right eye, initial encounter|ICD10_code:T1510XA:phenoname:Foreign body in conjunctival sac, unspecified eye, initial encounter
4878	Influenza with other manifestations	ICD10_code:J1189:phenoname:Influenza due to unidentified influenza virus with other manifestations|ICD10_code:J1181:phenoname:Influenza due to unidentified influenza virus with encephalopathy|ICD10_code:J112:phenoname:Influenza due to unidentified influenza virus with gastrointestinal manifestations
99652	Mechanical complication due to graft of other tissue, not elsewhere classified	ICD10_code:T86821:phenoname:Skin graft (allograft) (autograft) failure|ICD10_code:T86820:phenoname:Skin graft (allograft) rejection
1105	Dermatophytosis of the body	ICD10_code:B355:phenoname:Tinea imbricata|ICD10_code:B354:phenoname:Tinea corporis
81305	Closed fracture of head of radius	ICD10_code:S52126A:phenoname:Nondisplaced fracture of head of unspecified radius, initial encounter for closed fracture|ICD10_code:S52123A:phenoname:Displaced fracture of head of unspecified radius, initial encounter for closed fracture
81311	Open fracture of olecranon process of ulna	ICD10_code:S52026C:phenoname:Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S52026B:phenoname:Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for open fracture type I or II|ICD10_code:S52023C:phenoname:Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S52023B:phenoname:Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for open fracture type I or II
80229	Closed fracture of mandible, multiple sites	ICD10_code:S0269XA:phenoname:Fracture of mandible of other specified site, initial encounter for closed fracture|ICD10_code:S02609A:phenoname:Fracture of mandible, unspecified, initial encounter for closed fracture
9399	Foreign body in unspecified site in genitourinary tract	ICD10_code:T199XXA:phenoname:Foreign body in genitourinary tract, part unspecified, initial encounter|ICD10_code:T198XXA:phenoname:Foreign body in other parts of genitourinary tract, initial encounter
94420	Blisters, epidermal loss [second degree] of hand, unspecified site	ICD10_code:T23609A:phenoname:Corrosion of second degree of unspecified hand, unspecified site, initial encounter|ICD10_code:T23209A:phenoname:Burn of second degree of unspecified hand, unspecified site, initial encounter
29980	Other specified pervasive developmental disorders, current or active state	ICD10_code:F848:phenoname:Other pervasive developmental disorders|ICD10_code:F845:phenoname:Asperger's syndrome
8242	Fracture of lateral malleolus, closed	ICD10_code:S8266XA:phenoname:Nondisplaced fracture of lateral malleolus of unspecified fibula, initial encounter for closed fracture|ICD10_code:S8263XA:phenoname:Displaced fracture of lateral malleolus of unspecified fibula, initial encounter for closed fracture
1723	Malignant melanoma of skin of other and unspecified parts of face	ICD10_code:D0339:phenoname:Melanoma in situ of other parts of face|ICD10_code:D0330:phenoname:Melanoma in situ of unspecified part of face|ICD10_code:C4339:phenoname:Malignant melanoma of other parts of face|ICD10_code:C4331:phenoname:Malignant melanoma of nose|ICD10_code:C4330:phenoname:Malignant melanoma of unspecified part of face
71817	Loose body in joint, ankle and foot	ICD10_code:M24076:phenoname:Loose body in unspecified toe joints|ICD10_code:M24073:phenoname:Loose body in unspecified ankle
9348	Foreign body in other specified parts bronchus and lung	ICD10_code:T17898A:phenoname:Other foreign object in other parts of respiratory tract causing other injury, initial encounter|ICD10_code:T17890A:phenoname:Other foreign object in other parts of respiratory tract causing asphyxiation, initial encounter|ICD10_code:T17828A:phenoname:Food in other parts of respiratory tract causing other injury, initial encounter|ICD10_code:T17820A:phenoname:Food in other parts of respiratory tract causing asphyxiation, initial encounter|ICD10_code:T17818A:phenoname:Gastric contents in other parts of respiratory tract causing other injury, initial encounter|ICD10_code:T17810A:phenoname:Gastric contents in other parts of respiratory tract causing asphyxiation, initial encounter|ICD10_code:T17808A:phenoname:Unspecified foreign body in other parts of respiratory tract causing other injury, initial encounter|ICD10_code:T17800A:phenoname:Unspecified foreign body in other parts of respiratory tract causing asphyxiation, initial encounter
2710	Glycogenosis	ICD10_code:E744:phenoname:Disorders of pyruvate metabolism and gluconeogenesis|ICD10_code:E7409:phenoname:Other glycogen storage disease|ICD10_code:E7404:phenoname:McArdle disease|ICD10_code:E7401:phenoname:von Gierke disease|ICD10_code:E7400:phenoname:Glycogen storage disease, unspecified
65423	Previous cesarean delivery, antepartum condition or complication	ICD10_code:O34219:phenoname:Maternal care for unspecified type scar from previous cesarean delivery|ICD10_code:O34212:phenoname:Maternal care for vertical scar from previous cesarean delivery|ICD10_code:O34211:phenoname:Maternal care for low transverse scar from previous cesarean delivery
64664	Infections of genitourinary tract in pregnancy, postpartum condition or complication	ICD10_code:O8629:phenoname:Other urinary tract infection following delivery|ICD10_code:O8622:phenoname:Infection of bladder following delivery|ICD10_code:O8621:phenoname:Infection of kidney following delivery|ICD10_code:O8620:phenoname:Urinary tract infection following delivery, unspecified|ICD10_code:O8619:phenoname:Other infection of genital tract following delivery|ICD10_code:O8613:phenoname:Vaginitis following delivery|ICD10_code:O8611:phenoname:Cervicitis following delivery
9961	Mechanical complication of other vascular device, implant, and graft	ICD10_code:T82598A:phenoname:Other mechanical complication of other cardiac and vascular devices and implants, initial encounter|ICD10_code:T82595A:phenoname:Other mechanical complication of umbrella device, initial encounter|ICD10_code:T82593A:phenoname:Other mechanical complication of balloon (counterpulsation) device, initial encounter|ICD10_code:T82591A:phenoname:Other mechanical complication of surgically created arteriovenous shunt, initial encounter|ICD10_code:T82590A:phenoname:Other mechanical complication of surgically created arteriovenous fistula, initial encounter|ICD10_code:T8249XA:phenoname:Other complication of vascular dialysis catheter, initial encounter|ICD10_code:T82392A:phenoname:Other mechanical complication of femoral arterial graft (bypass), initial encounter|ICD10_code:T82391A:phenoname:Other mechanical complication of carotid arterial graft (bypass), initial encounter|ICD10_code:T82390A:phenoname:Other mechanical complication of aortic (bifurcation) graft (replacement), initial encounter
2143	Lipoma of intra-abdominal organs	ICD10_code:D1771:phenoname:Benign lipomatous neoplasm of kidney|ICD10_code:D175:phenoname:Benign lipomatous neoplasm of intra-abdominal organs
2273	Benign neoplasm of pituitary gland and craniopharyngeal duct	ICD10_code:D353:phenoname:Benign neoplasm of craniopharyngeal duct|ICD10_code:D352:phenoname:Benign neoplasm of pituitary gland
74869	Other congenital anomalies of lung	ICD10_code:Q338:phenoname:Other congenital malformations of lung|ICD10_code:Q335:phenoname:Ectopic tissue in lung|ICD10_code:Q331:phenoname:Accessory lobe of lung
4280	Congestive heart failure, unspecified	ICD10_code:I509:phenoname:Heart failure, unspecified|ICD10_code:I50814:phenoname:Right heart failure due to left heart failure
64631	Recurrent pregnancy loss, delivered, with or without mention of antepartum condition	ICD10_code:O2623:phenoname:Pregnancy care for patient with recurrent pregnancy loss, third trimester|ICD10_code:O2622:phenoname:Pregnancy care for patient with recurrent pregnancy loss, second trimester|ICD10_code:O2621:phenoname:Pregnancy care for patient with recurrent pregnancy loss, first trimester
82530	Open fracture of unspecified bone(s) of foot [except toes]	ICD10_code:S92909B:phenoname:Unspecified fracture of unspecified foot, initial encounter for open fracture|ICD10_code:S92819B:phenoname:Other fracture of unspecified foot, initial encounter for open fracture
9654	Poisoning by aromatic analgesics, not elsewhere classified	ICD10_code:T391X4A:phenoname:Poisoning by 4-Aminophenol derivatives, undetermined, initial encounter|ICD10_code:T391X3A:phenoname:Poisoning by 4-Aminophenol derivatives, assault, initial encounter|ICD10_code:T391X2A:phenoname:Poisoning by 4-Aminophenol derivatives, intentional self-harm, initial encounter|ICD10_code:T391X1A:phenoname:Poisoning by 4-Aminophenol derivatives, accidental (unintentional), initial encounter
81503	Closed fracture of shaft of metacarpal bone(s)	ICD10_code:S62359A:phenoname:Nondisplaced fracture of shaft of unspecified metacarpal bone, initial encounter for closed fracture|ICD10_code:S62329A:phenoname:Displaced fracture of shaft of unspecified metacarpal bone, initial encounter for closed fracture
